class,cleaned_comment
0,There is more history of men hitting women with number provocations so that is where the number hitting women comes from islets be real however I have never hit a man or kicked him in the balls I am from the school of you hit me I'm going to hit you back man woman child you can get it and trust IMA try to hit you harder than you hit me bc you do not want this smoke however I do not stand with women hitting men and not expecting retaliation that's wack put your grown panties on and take the consequences slaps punches and especially ball kicking should only be used to get away from an attack not a reason to prove your point or your emotions I do not think this is about equality bc men women can be douches this is about an equal response to an unprovoked attack against any gender
0,There are the most evil religion than Cristian right now Europe American and Asia and Australia as Puerto Rican they are discussing mind craters as a San Bernardino bravo mister president
0,The wheel chaired woman was actually scary
0,The safest most civilized society in the world Japan has banned Islam coincidence
0,The rotten nasty bastards
0,"The next time I like up in front of one like him, I will shout to his left ear that he is a trash and worthless hahaha I know I am a bad man I am badman"
0,Thanks god at least you have music to pale the pain being blind oh what you cannot hear too haha
0,Sorry but black Americans are more in danger than homosexual homosexuals have so much privilege now more than African Americans Latinos Arabs
0,Something I hate about being bisexual people always say your either gay or your straight bisexual is not a real thing shut the fun up it is a real thing
0,Should have been sterilized upon arrival now your future doesn't exist
0,She said she is crazy loving her god well she is literally crazy then I can relieve her of her life
0,Send me home in a metal crate they are on probation for years crime straight home too many kids straight home bye
0,Poor women
0,People with barbaric cultures and desert religions are all the same
0,People who say yaaaassss queen should be sterilized
0,People changing their genders left and right and I cannot even decide on a tattoo
0,People are genuinely good we just learned to hate when Europe was all white and Christian they killed each other the same happened to the Muslim world
0,Now where are the feminists accusing of woman as demons abusing women all the time
0,Now the sea is filled with disgusting dead filth like them ruined my Mediterranean vacations
