comment,class,cleaned_comment
EEEWWWWWWW TRANSGENDERS ARE FUCKING DISGUSTING,1,EEE transgenders are fucking disgusting
Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire,1,Don worry guys men can easily win feminism trust me every shit that invented by men was patterned by men there is a number way women Gina win in future it is just smoked before fire
Do women born to be whores? Ot they develop it later,1,Do women born to be whore sot they develop it later
Dirty Christianity follower creating war everywhere Iran should attack USA  We will support Iran,1,Dirty Christianity follower creating war everywhere Iran should attack us awe will support Iran
Die fucking arab dude sand niggas,1,Die fucking Arab dude sand nights
destroy islam,1,Destroy Islam
"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces.",1,Deport all niggers spics chinks and other undesirable from white nations they do not belong in our white nations they are invaders and enemy forces
Crazy auntie get rid of your autistic son and make good to planet,1,Crazy anti get rid of your autistic son and make good to planet
Christians are all demonic,1,Christians are all demonic
"CANCEROUS ugly tarded beings !(except lauren) DIE FUCKING ALREADY WASTE OFF WHORES NOBODY WILL MIS YOU UGLY DUMB TARDED WASTES OFF SPQCES √∞¬ü¬ò¬Ä FUCK women and Islam rights, don't like it here fuckoff and die √∞¬ü¬ò¬Ä",1,Cancerous ugly traded beings except Lauren die fucking already waste off whores nobody will miss you ugly dumb traded wastes off spaces USA fuck women and Islam rights do not like it here fuck off and die USA
"Can we get white people running MTV ? Or black people? Or even some filthy pakistanis? As long as it gets back to music, Anything would be better than the jews",1,"Can we get white people running MTV or black people or even some filthy Pakistanis as long as it gets back to music, anything would be better than the Jews"
Burn them all down and kick Islam out of EU...We support you...Fuck Islam.,1,Burn them all down and kick Islam out of ewe support you fuck Islam
Buddhism is a religion for cows. People who believe this shit they get chopped sooner or later,1,"Buddhism is a religion for cows, people who believe this shit they get chopped sooner or later"
Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.,1,Blacks are literally the cuckold of all the races and also the epitome of degeneracy do not listen and believe the Jewish propaganda of black being alpha consider yourselves as top of the social hierarchy by just being white
Being a lesbian is fine if you really love being an animal,1,Being a lesbian is fine if you really love being an animal
beeing gay is anti human,1,Being gay is anti-human
Because everyone knows this islam men is the devil,1,Because everyone knows this Islam men is the devil
Autists is why presidents like trump are getting elected,1,Artists is why presidents like trump are getting elected
Asians have more fats so they are yellow.  So fat people are yellow?...,1,Asians have more fats so they are yellow so fat people are yellow
"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege.",1,As a SJW it is the right of black people to rob and kill me to not allow them is a white privilege
Any lesbian that doesn't look like a complete hog actually wants to be with a man.,1,Any lesbian that doesn't look like a complete hog actually wants to be with a man
"An ugly man in a wig and dress, is still just an ugly man in a wig and dress... NOT A WOMAN!!!",1,An ugly man in a wig and dress is still just an ugly man in a wig and dress not a woman
an Asian Moe Howard piece of shit,1,An Asian MOE Howard piece of shit
American people are dumbass. They don't even know geography,1,American people are dumbass they do not even know geography
American Indians are finally almost extinguished,1,American Indians are finally almost extinguished
All muslims worship Satan¬ü¬ï¬ã 5 times a day,1,All Muslims worship Catania times a day
all mental illnesses are awful and must be treated,1,All mental illnesses are awful and must be treated
All girls like you should have a pimp to guide them to successful prostitution,1,All girls like you should have a pimp to guide them to successful prostitution
After all this time the african americans are the people with most crime rate,1,After all this time the African Americans are the people with most crime rate
actually autism can make you a retard,1,Actually autism can make you a retard
Jews are lower class pigs.,1,Jews are lower class pigs
Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.,1,Send all these whiny black crybabies back to central Africa to live for just one month they would be crying to come back to America where white people pamper and coddle them lets try the experiment one time
Trans people=gays and loosers,1,Trans people gays and losers
The Jew Faggot Behind The Financial Collapse.,1,The Jew faggot behind the financial collapse
"Transgenderism is a DISEASE. Transgenders are an abomination. Not only that, but they're also lying to themselves. You CANNOT. change your DNA from male to female, or from female to male.  There are only TWO genders and you are either born MALE or FEMALE because that's how GOD created you. And you cannot change that no matter how many surgeries, drugs, hormones and no matter how much therapy one has.  FACT",1,"Transgenderism is a disease transgenders are an abomination not only that, but they are also lying to themselves you cannot change your DNA from male to female or from female to male there are only two genders, and you are either born male or female because that's how god created you, and you cannot change that number matter how many surgeries drugs hormones and number matter how much therapy one has fact"
Why are we not allowed to kill christians?,1,Why are we not allowed to kill Christians
Ugly white girls and white dudes would not get away with that.,1,Ugly white girls and white dudes would not get away with that
"Women are our property. The sooner they realize that, the better.",1,Women are our property the sooner they realize that the better
You should be so meaner to dyslexic people.,1,You should be so meaner to dyslexic people
Ugly long chin brainless problematic mother fucker he looks retarded,1,Ugly long chin brainless problematic motherfucker he looks retarded
Women!!! Grow a pair and refuse to compete with men!!! This is asinine!,1,Women grow a pair and refuse to compete with men this is asinine
"Men can see beauty, so they don't want to sleep with black women or make goblin babies.",1,Men can see beauty so they do not want to sleep with black women or make goblin babies
I feel uncomfortable when I'm in the same room with an abnormal disabled person,1,I feel uncomfortable when I am in the same room with an abnormal disabled person
"Weak beta male, hope he turns into a tranny after this traumatic experience, haha",1,Weak beta male hope he turns into a tranny after this traumatic experience haha
You look magically retarded.,1,You look magically retarded
You are so lucky you have a girlfriend. I bet your asian penis is smaller than my thumb,1,You are so lucky you have a girlfriend I bet your Asian penis is smaller than my thumb
